Episode,Steps,Total_Reward,SLAM_Reward,Epsilon
224,16,-91.3900032542646,1.0099967457354069,0.02
225,245,118.40993714109044,28.00993714109063,0.02
226,149,5.209982500225422,15.009982500225306,0.02
227,499,407.85988856330414,58.00988856330514,0.02
228,499,448.8098906494669,58.00989064946771,0.02
229,162,44.259985480457516,19.009985480457544,0.02
230,499,451.809882900863,61.009882900863886,0.02
231,499,404.8099050737909,56.00990507379174,0.02
232,499,391.0599270083,58.00992700830102,0.02
233,499,383.95990829244215,53.00990829244256,0.02
234,499,403.7099219419052,57.009921941906214,0.02
235,499,433.90990680232557,62.00990680232644,0.02
236,499,433.159868297725,56.009868297725916,0.02
237,499,417.3099008418608,58.00990084186196,0.02
238,499,375.5599352933455,53.00993529334664,0.02
239,499,412.1098867155601,57.00988671556115,0.02
240,499,421.4599315978578,59.00993159785867,0.02
241,265,102.60994554534503,30.009945545345545,0.02
242,499,362.9098940469311,54.00989404693246,0.02
243,137,23.609984765201887,16.009984765201807,0.02
244,499,378.60992963090416,55.00992963090539,0.02
245,499,405.6599073387671,60.009907338768244,0.02
246,176,35.10998887792232,20.009988877922297,0.02
247,499,353.25992742553217,58.00992742553353,0.02
248,499,376.35990394130226,58.00990394130349,0.02
249,74,-40.040014996379554,8.009985003620386,0.02
250,499,438.10980958715027,62.00980958715081,0.02
251,499,350.2099097825575,56.00990978255868,0.02
252,499,397.20982633605485,61.009826336055994,0.02
253,499,329.309988579898,54.00998857989907,0.02
254,499,324.25994345918144,50.00994345918298,0.02
255,499,359.9099268294863,51.009926829487085,0.02
256,499,356.5099288560436,56.00992885604501,0.02
257,499,325.1599270082994,53.00992700830102,0.02
258,499,292.75992653146284,50.00992653146386,0.02
259,155,-4.49001422151909,14.009985778480768,0.02
260,21,-92.74001159891486,2.0099884010851383,0.02
261,499,338.7099045969536,55.009904596954584,0.02
262,499,343.10988421216473,51.00988421216607,0.02
263,499,354.609814951568,52.00981495156884,0.02
264,499,366.0598830200721,54.009883020073175,0.02
265,499,346.15985518470285,53.009855184704065,0.02
266,499,293.9099255777881,48.009925577789545,0.02
267,499,320.9099236704393,54.00992367044091,0.02
268,499,319.9599168755101,52.00991687551141,0.02
269,499,351.4098849870253,53.00988498702645,0.02
270,499,357.50990346446486,57.00990346446633,0.02
271,137,3.70998464599262,15.009984645992517,0.02
272,163,33.6098933316768,21.00989333167672,0.02
273,499,342.05982967391475,51.0098296739161,0.02
274,54,-57.79001517519355,5.009984824806452,0.02
275,499,363.00977555289745,52.009775552898645,0.02
276,47,-56.390015890449284,5.0099841095507145,0.02
277,63,-47.840012910217006,7.009987089782953,0.02
278,499,409.9598363496354,58.009836349636316,0.02
279,68,-50.240019466727915,8.009980533272028,0.02
280,499,447.60985995307493,61.00985995307565,0.02
281,275,117.75996020808816,32.00996020808816,0.02
282,39,-61.19001761898399,4.009982381016016,0.02
283,499,368.0099070407443,57.00990704074502,0.02
284,53,-61.99002381786704,6.009976182132959,0.02
285,34,-75.59001672491432,3.0099832750856876,0.02
286,499,375.4098979212334,56.00989792123437,0.02
287,51,-54.49001296982168,5.0099870301783085,0.02
288,253,137.85993660464877,30.00993660464883,0.02
289,499,456.0599062062793,60.00990620627999,0.02
290,499,384.95976083055007,54.009760830551386,0.02
291,88,-24.040014221519215,10.009985778480768,0.02
292,499,424.6098255611946,59.00982556119561,0.02
293,45,-58.440016546100374,6.009983453899622,0.02
294,149,29.209987507015512,18.009987507015467,0.02
295,146,28.35998899713161,17.009988997131586,0.02
296,499,460.1098800994449,63.00988009944558,0.02
297,291,147.25986168161006,35.009861681610346,0.02
298,38,-61.14001982435583,4.009980175644159,0.02
299,499,367.0598730064916,55.00987300649285,0.02
300,499,399.45990137830273,58.009901378303766,0.02
301,499,364.95990417972075,55.00990417972207,0.02
302,499,370.20991037860404,55.00991037860513,0.02
303,499,387.05987342372435,54.00987342372537,0.02
304,84,-34.24001928791401,8.009980712085962,0.02
305,499,431.85986799970186,61.00986799970269,0.02
306,227,56.459977016598145,25.009977016597986,0.02
307,499,402.55991109385985,59.009911093860865,0.02
308,499,380.6098883248855,57.00988832488656,0.02
309,251,56.359983990341334,24.009983990341425,0.02
310,499,365.9598976828156,56.00989768281579,0.02
311,499,409.9598935104899,58.009893510490656,0.02
312,228,67.0599642612039,22.009964261204004,0.02
313,499,436.009910438209,62.00991043820977,0.02
314,499,375.50993803515894,54.0099380351603,0.02
315,499,372.3598823048165,54.00988230481744,0.02
316,499,425.50989172235046,62.00989172235131,0.02
317,499,407.80992629304427,59.00992629304528,0.02
318,499,426.65986525788816,60.00986525788903,0.02
319,499,402.5098857022813,60.00988570228219,0.02
320,21,-82.24001147970557,2.009988520294428,0.02
321,499,420.5099100209765,57.00991002097726,0.02
322,499,452.80989959016375,62.00989959016442,0.02
323,207,38.809984884410994,20.009984884411097,0.02
324,281,146.70995991006467,35.009959910064936,0.02
325,76,-29.69002012237904,9.009979877620935,0.02
326,499,401.55990149751204,58.009901497513056,0.02
327,86,-20.84001368507741,11.009986314922571,0.02
328,458,237.80991675630082,52.00991675630212,0.02
329,243,61.9099870897831,26.009987089782953,0.02
330,499,378.7098176337771,53.00981763377786,0.02
331,499,414.05983646884476,60.009836468845606,0.02
332,499,439.259812448173,60.00981244817376,0.02
333,499,409.90989130511764,59.0098913051188,0.02
334,499,311.6598940469321,50.00989404693246,0.02
335,499,355.60991824641764,53.00991824641824,0.02
336,109,-14.690011777728756,12.009988222271204,0.02
337,499,386.9099079348138,57.00990793481469,0.02
338,465,220.90989684834943,47.00989684835076,0.02
339,499,361.95993028655545,52.00993028655648,0.02
340,499,374.30991574302175,57.00991574302316,0.02
341,297,121.80998989120053,34.00998989120126,0.02
342,129,-10.540052010863945,14.00994798913598,0.02
343,106,-53.14003067240118,7.00996932759881,0.02
344,499,395.4098491050293,55.0098491050303,0.02
345,186,-5.140073766559155,17.009926233440638,0.02
346,499,293.8599860168977,49.00998601689935,0.02
347,499,341.0599450089026,50.00994500890374,0.02
348,499,303.20986162200455,51.0098616220057,0.02
349,499,380.80992736592805,53.00992736592889,0.02
350,499,334.65998476520093,52.00998476520181,0.02
351,439,253.60989607348967,49.00989607349038,0.02
352,499,359.8099846459913,53.00998464599252,0.02
353,59,-64.39002566561103,6.009974334388971,0.02
354,217,57.009985957294475,24.009985957294703,0.02
355,71,-49.24001183733343,6.009988162666559,0.02
356,499,267.7097931958712,47.0097931958735,0.02
357,173,5.009982857853302,16.009982857853174,0.02
358,37,-92.49000855907798,2.009991440922022,0.02
359,45,-91.84001118168236,2.0099888183176517,0.02
360,27,-89.84000367149712,1.0099963285028934,0.02
361,19,-88.44001708254218,2.009982917457819,0.02
362,34,-89.19000873789193,2.0099912621080875,0.02
363,499,303.3599230743929,48.009923074394464,0.02
364,499,339.0099288560433,49.00992885604501,0.02
365,245,69.05997940078313,28.009979400783777,0.02
366,499,359.8099223591372,53.00992235913873,0.02
367,499,325.2598888017222,51.00988880172372,0.02
368,499,368.25990423932524,52.009904239326715,0.02
369,499,342.1099014379075,50.00990143790841,0.02
370,499,319.0099174715566,50.009917471557856,0.02
371,499,379.80991914048667,52.00991914048791,0.02
372,499,352.5599164582775,51.009916458278894,0.02
373,499,302.30993809476365,48.00993809476495,0.02
374,499,294.9599037624884,48.00990376248956,0.02
375,499,342.00991610065023,52.009916100651026,0.02
376,499,321.10989970937226,50.00989970937371,0.02
377,499,214.3599330879735,43.00993308797479,0.02
378,499,308.4599172927437,51.00991729274392,0.02
379,499,274.95992790237005,49.00992790237069,0.02
380,499,314.8099250413462,50.00992504134774,0.02
381,499,311.7098771788173,49.00987717881799,0.02
382,499,285.4099749304337,50.00997493043542,0.02
383,137,0.6099891759456142,14.00998917594552,0.02
384,499,313.8599055506283,48.0099055506289,0.02
385,499,375.50993112102043,54.00993112102151,0.02
386,84,-30.14001404270526,10.009985957294703,0.02
387,499,288.75985905900484,46.009859059005976,0.02
388,499,290.8099063254878,47.00990632548928,0.02
389,499,333.75984928384327,49.00984928384423,0.02
390,499,308.6599346376947,47.00993463769555,0.02
391,499,345.2099357701824,51.0099357701838,0.02
392,244,48.30998679175957,24.00998679175973,0.02
393,499,290.7599427439261,48.00994274392724,0.02
394,499,327.2599174119516,53.00991741195321,0.02
395,499,299.05984916463325,50.00984916463494,0.02
396,483,214.65990495458158,49.00990495458245,0.02
397,236,50.75999120250356,25.009991202503443,0.02
398,499,309.50993714108944,51.00993714109063,0.02
399,499,388.05985280051755,55.009852800518274,0.02
400,499,285.7099021531626,44.00990215316415,0.02
401,499,333.7098292566829,50.00982925668359,0.02
402,499,321.10989374890863,50.009893748909235,0.02
403,499,303.3599874474093,48.00998744741082,0.02
404,499,337.9099528171108,50.00995281711221,0.02
405,499,340.95998059287524,52.00998059287667,0.02
406,499,415.10991490855724,60.00991490855813,0.02
407,499,421.5099141336971,58.00991413369775,0.02
408,78,-29.840014102309908,10.009985897690058,0.02
409,499,401.60991914048685,57.00991914048791,0.02
410,76,-51.640016844123515,7.009983155876398,0.02
411,267,116.1599173523482,30.009917352348566,0.02
412,467,276.15995198264625,53.00995198264718,0.02
413,84,-22.790018989890783,10.009981010109186,0.02
414,3,-100.15,0.0,0.02
415,297,163.75993803516002,35.0099380351603,0.02
416,499,388.0099339224385,56.009933922439814,0.02
417,310,153.5599814869458,37.009981486946344,0.02
418,499,403.8599182464172,54.00991824641824,0.02
419,499,370.2598867155599,54.00988671556115,0.02
420,499,445.60979289784973,59.009792897850275,0.02
421,499,341.0599075175809,50.00990751758218,0.02
422,499,384.85992843881144,56.009928438812494,0.02
423,499,418.359909782558,58.00990978255868,0.02
424,499,379.5599221803239,57.00992218032479,0.02
425,0,-99.990000333637,0.00999966636300087,0.02
426,463,242.85989559665234,51.00989559665322,0.02
427,229,85.60998703017788,28.00998703017831,0.02
428,499,323.1599827982467,51.00998279824853,0.02
429,499,322.05994608178656,52.00994608178735,0.02
430,304,47.15993869081106,29.009938690811396,0.02
431,499,345.20992963090373,51.00992963090539,0.02
432,499,206.2099512673912,38.00995126739144,0.02
433,62,-48.84001630768179,7.009983692318201,0.02
434,18,-97.740000333637,0.00999966636300087,0.02
435,190,-14.690013506263313,15.009986493736506,0.02
436,499,298.1099230147887,48.00992301478982,0.02
437,499,241.60995609536593,44.00995609536767,0.02
438,248,4.209963486344037,20.009963486343622,0.02
439,499,264.5098976828153,48.00989768281579,0.02
440,499,232.15994107499682,44.00994107499719,0.02
441,499,239.55998911633975,43.009989116340876,0.02
442,265,28.359990546852657,24.00999054685235,0.02
443,499,246.80995925441385,45.00995925441384,0.02
444,499,285.6599187828587,45.00991878286004,0.02
445,499,259.4599264718581,44.00992647185922,0.02
446,499,255.25987723842198,44.00987723842263,0.02
447,388,29.359887907654695,28.009887907654047,0.02
448,144,-62.49001094326376,9.00998905673623,0.02
449,26,-77.2900077842176,3.009992215782404,0.02
450,499,198.00985816493602,34.009858164936304,0.02
451,63,-88.59000855907799,3.009991440922022,0.02
452,45,-80.39001416191459,4.009985838085413,0.02
453,170,-65.89003293737774,9.009967062622309,0.02
454,19,-81.09001785740256,2.009982142597437,0.02
455,499,173.70998363271357,37.009983632713556,0.02
456,212,8.159985182434468,19.00998518243432,0.02
457,499,293.95991204753375,47.00991204753518,0.02
458,499,225.1099303461608,38.00993034616113,0.02
459,499,335.8598584629588,49.00985846295953,0.02
460,499,356.6099157430217,54.00991574302316,0.02
461,499,329.5599545456458,49.009954545646906,0.02
462,287,117.10992223992918,33.00992223992944,0.02
463,67,-44.940018811076854,8.00998118892312,0.02
464,363,141.65994596257693,33.00994596257806,0.02
465,239,-10.990012194961011,18.00998780503869,0.02
466,101,-63.39001356586814,7.009986434131861,0.02
467,499,385.9598958946751,55.00989589467645,0.02
468,499,399.40987747683994,59.00987747684121,0.02
469,204,55.60996265187862,23.009962651878595,0.02
470,173,33.25998512282979,18.009985122829676,0.02
471,10,-92.1400043271482,1.009995672851801,0.02
472,491,184.10984278693678,43.00984278693795,0.02
473,151,-7.440011956542548,14.00998804345727,0.02
474,481,264.959817633777,53.00981763377786,0.02
475,499,370.3098558403542,53.00985584035516,0.02
476,209,-8.39001475796077,17.009985242038965,0.02
477,420,222.15987550988729,46.009875509887934,0.02
478,499,400.65987342372415,55.00987342372537,0.02
479,499,433.00988367572353,59.00988367572427,0.02
480,303,146.65989458337387,35.00989458337426,0.02
481,499,291.85991693511545,47.00991693511605,0.02
482,499,383.95993916764724,53.009939167648554,0.02
483,499,347.20993761792613,53.00993761792779,0.02
484,499,333.60985899940067,52.00985899940133,0.02
485,499,349.30990590825553,53.00990590825677,0.02
486,499,368.2098296739154,53.0098296739161,0.02
487,499,405.90991031899955,55.00991031900048,0.02
488,499,369.2098876692343,54.00988766923547,0.02
489,499,311.70988760962985,49.00988760963082,0.02
490,499,358.7098992325355,54.009899232536554,0.02
491,499,368.1098471976804,55.009847197681665,0.02
492,499,364.1099315978578,51.00993159785867,0.02
493,499,410.15992814078845,54.00992814078927,0.02
494,499,382.75991908088275,56.009919080883265,0.02
495,499,405.9098809935144,55.00988099351525,0.02
496,499,387.0598463036112,54.009846303611994,0.02
497,298,90.55997934117903,28.009979341179132,0.02
498,370,150.409984407573,40.00998440757394,0.02
499,499,425.7098016001275,58.00980160012841,0.02
500,499,322.2099092461159,49.00990924611688,0.02
501,26,-83.590018453449,3.009981546550989,0.02
502,499,247.90998220220138,44.00998220220208,0.02
503,499,418.2599062658837,60.00990626588464,0.02
504,499,400.6099159218361,56.00991592183709,0.02
505,499,409.10984630361133,54.009846303611994,0.02
506,499,457.2098374225195,58.00983742251992,0.02
507,499,438.3598989941171,57.009898994117975,0.02
508,499,438.2098771192126,60.00987711921334,0.02
509,499,425.759859655052,57.00985965505242,0.02
510,347,193.55991168990687,40.00991168990731,0.02
511,417,143.90992748513713,39.00992748513818,0.02
512,499,376.4098979212337,57.00989792123437,0.02
513,499,404.7098411180069,58.0098411180079,0.02
514,499,401.7099076963952,55.00990769639611,0.02
515,393,154.55992820039367,39.009928200393915,0.02
516,243,57.75995329394942,25.009953293949366,0.02
517,499,267.80988921895516,45.00988921895623,0.02
518,360,78.8099684931338,33.00996849313378,0.02
519,24,-86.59001082405447,2.0099891759455204,0.02
520,499,269.9599001862098,44.00990018621087,0.02
521,446,247.85992098823078,52.0099209882319,0.02
522,203,47.30998708978291,22.009987089782953,0.02
523,499,325.15988766923454,53.00988766923547,0.02
524,499,366.00991204753404,55.00991204753518,0.02
525,499,373.3599289156483,55.00992891564965,0.02
526,499,367.1099469162509,54.009946916252375,0.02
527,499,400.7099234320218,54.00992343202233,0.02
528,118,5.759987447410879,14.009987447410822,0.02
529,499,410.9598274685432,59.009827468544245,0.02
530,499,419.4598890997459,57.00988909974694,0.02
531,499,379.60991490855724,56.00991490855813,0.02
532,499,383.9099128819994,54.00991288200021,0.02
533,148,20.909984407574044,17.00998440757394,0.02
534,499,388.0599873282003,55.00998732820153,0.02
535,400,235.6598933316762,48.00989333167672,0.02
536,499,354.5099256969973,54.009925696998835,0.02
537,499,410.9598240114739,59.00982401147485,0.02
538,499,364.10991383567347,51.009913835674524,0.02
539,499,363.9599646188303,54.00996461883187,0.02
540,435,235.0099286772305,47.00992867723107,0.02
541,78,-47.590012612193796,8.009987387806177,0.02
542,87,-39.69001058563582,9.0099894143641,0.02
543,499,321.05992724671836,51.0099272467196,0.02
544,237,-9.999999999999773,0.0,0.02
545,51,-61.84001726135608,5.009982738643885,0.02
546,51,-69.24000957235695,6.009990427643061,0.02
547,499,348.0099214054634,58.00992140546441,0.02
548,499,304.2099489428094,52.0099489428103,0.02
549,75,-40.04002679809927,7.009973201900721,0.02
550,462,184.45980314984803,44.009803149849176,0.02
551,25,-78.24000700935721,2.009992990642786,0.02
552,111,-11.590008857101125,11.009991142898798,0.02
553,499,348.30983301177474,52.00983301177621,0.02
554,499,319.00991574302225,50.00991574302316,0.02
555,499,294.95982419028707,48.00982419028878,0.02
556,499,270.9099161602549,46.00991616025567,0.02
557,499,324.2098280645894,51.00982806459069,0.02
558,128,-2.1400385402142064,15.0099614597857,0.02
559,499,309.6098861791176,49.00988617911935,0.02
560,125,-12.490020897239347,15.009979102760553,0.02
561,40,-68.59000855907799,4.009991440922022,0.02
562,26,-72.04001326784491,3.0099867321550846,0.02
563,88,-22.04001654610032,12.009983453899622,0.02
564,499,345.1098870135828,53.009887013584375,0.02
