Episode,Steps,Total_Reward,SLAM_Reward,Epsilon
1,25,-91.84000796303152,1.0099920369684696,0.9804
2,54,-78.7400096319616,4.009990368038416,0.9608000000000001
3,25,-88.74001094326377,2.009989056736231,0.9412000000000001
4,47,-80.49001171812417,4.009988281875849,0.9216000000000002
5,16,-94.5400042079389,1.0099957920610905,0.9020000000000002
6,70,-72.24000975117089,5.009990248829126,0.8824000000000003
7,62,-72.84000969156625,4.009990308433771,0.8628000000000003
8,37,-91.44000891670584,2.009991083294153,0.8432000000000004
9,29,-87.89001183733345,2.009988162666559,0.8236000000000004
10,16,-91.3900037907064,1.009996209293604,0.8040000000000005
11,52,-74.44001004919411,4.0099899508059025,0.7844000000000005
12,14,-93.39000766500831,1.0099923349916935,0.7648000000000006
13,36,-83.09001708254219,4.009982917457819,0.7452000000000006
14,49,-86.84001374468208,3.0099862553179264,0.7256000000000007
15,15,-96.59000450596213,1.0099954940378666,0.7060000000000007
16,12,-95.39000301584602,1.009996984153986,0.6864000000000008
17,23,-94.94000915512443,2.009990844875574,0.6668000000000008
18,15,-93.44000337347389,1.0099966265261173,0.6472000000000009
19,18,-91.49000420793891,1.0099957920610905,0.6276000000000009
20,40,-90.49000337347388,1.0099966265261173,0.608000000000001
21,23,-95.99001183733344,2.009988162666559,0.588400000000001
22,15,-96.59000331386923,1.009996686130762,0.5688000000000011
23,16,-95.59000480398535,1.0099951960146427,0.5492000000000011
24,45,-90.84001422151923,3.009985778480768,0.5296000000000012
25,28,-96.1900071285665,1.0099928714334965,0.5100000000000012
26,14,-97.59000355228781,1.009996447712183,0.4904000000000012
27,15,-96.59000402912497,1.0099959708750248,0.4708000000000012
28,19,-94.69000486359,1.009995136409998,0.4512000000000012
29,13,-95.44000665172935,1.0099933482706547,0.4316000000000012
30,16,-98.74000456556678,1.0099954344332218,0.4120000000000012
31,9,-96.29000289663672,1.0099971033632755,0.3924000000000012
32,26,-98.19000373110175,1.0099962688982487,0.3728000000000012
33,32,-97.4400043271482,1.009995672851801,0.3532000000000012
34,21,-98.99000337347388,1.0099966265261173,0.3336000000000012
35,17,-97.74000289663672,1.0099971033632755,0.31400000000000117
36,18,-97.79000402912497,1.0099959708750248,0.29440000000000116
37,11,-97.44000408872962,1.00999591127038,0.27480000000000115
38,107,-86.49000599607825,1.0099940039217472,0.25520000000000115
39,38,-67.490020301193,5.009979698807001,0.23560000000000114
40,139,-2.690026082843488,15.009973917156458,0.21600000000000114
41,82,-59.24001511558892,6.009984884411097,0.19640000000000113
42,124,-30.04001106247304,10.009988937526941,0.17680000000000112
43,91,-67.04003025516869,6.009969744831324,0.15720000000000112
44,161,-59.190016188472335,10.00998381152749,0.1376000000000011
45,82,-96.89001142010092,3.0099885798990726,0.1180000000000011
46,99,-98.8400117777288,4.009988222271204,0.0984000000000011
47,169,-32.39001267179839,12.009987328201532,0.07880000000000109
48,499,226.30991943851058,35.00991943851113,0.05920000000000109
49,221,22.40996700301784,19.009967003017664,0.03960000000000109
50,144,-56.29001237377507,11.009987626224756,0.020000000000001093
51,311,101.15997057929553,34.00997057929635,0.02
52,289,154.60992945209136,37.009929452091455,0.02
53,108,-19.84001809582105,11.009981904178858,0.02
54,103,-45.74001398310054,9.009986016899347,0.02
55,42,-70.84001559242606,5.009984407573938,0.02
56,499,185.30991645827697,36.009916458278894,0.02
57,73,-69.29001434072856,6.009985659271479,0.02
58,499,219.80998869910678,39.00998869910836,0.02
59,333,-6.440018453448374,22.00998154655099,0.02
60,256,14.309986493736929,20.009986493736506,0.02
61,133,-49.39002918228511,10.00997081771493,0.02
62,499,120.40982889905676,32.00982889905572,0.02
63,499,285.6098965503264,46.00989655032754,0.02
64,499,269.8099870897816,47.00998708978295,0.02
65,499,344.95991163030175,56.00991163030267,0.02
66,499,346.0099135972554,56.009913597255945,0.02
67,499,432.9098923780017,61.009892378002405,0.02
68,499,421.40986734405084,60.0098673440516,0.02
69,499,395.25991151109224,58.00991151109338,0.02
70,499,421.4598403431468,59.009840343147516,0.02
71,499,438.30993815436875,58.00993815436959,0.02
72,499,426.5099140144875,63.00991401448846,0.02
73,499,474.9098575688893,61.009857568889856,0.02
74,499,448.8098951198155,58.009895119816065,0.02
75,158,14.159984109550848,16.009984109550714,0.02
76,499,408.95982818379923,57.00982818379998,0.02
77,407,224.85988260284012,47.00988260284066,0.02
78,499,466.55985768809853,60.009857688099146,0.02
79,54,-55.69001124128697,5.009988758713007,0.02
80,51,-57.64001708254216,5.009982917457819,0.02
81,289,166.2099273659287,36.00992736592889,0.02
82,96,-21.290012492984488,10.009987507015467,0.02
83,133,-14.940021195262617,14.00997880473733,0.02
84,194,24.809988281876073,19.00998828187585,0.02
85,107,-8.290013089030921,12.009986910969019,0.02
86,100,-22.59001165851943,11.009988341480494,0.02
87,65,-53.190011658519445,7.0099883414804935,0.02
88,23,-90.69000587686897,1.0099941231310368,0.02
89,92,-16.94001165851948,11.009988341480494,0.02
90,62,-58.2400078438222,6.009992156177759,0.02
91,114,-12.790008499473302,11.009991500526667,0.02
92,122,-0.7400101684033018,14.009989831596613,0.02
93,499,369.20992766395074,54.00992766395211,0.02
94,29,-70.09001124128699,3.009988758713007,0.02
95,499,440.30988385453765,60.0098838545382,0.02
96,141,19.159986374527307,17.009986374527216,0.02
97,68,-42.840007545799,7.009992454200983,0.02
98,316,148.1598935700951,34.0098935700953,0.02
99,273,125.30995102897253,30.009951028972864,0.02
100,499,326.3599893547578,50.009989354759455,0.02
101,499,259.50991353765005,43.0099135376513,0.02
102,499,389.0598477341228,56.00984773412347,0.02
103,499,375.5098477937271,54.00984779372811,0.02
104,499,304.359909722953,49.009909722954035,0.02
105,499,353.4599248029281,54.00992480292916,0.02
106,499,364.0599131204174,52.00991312041879,0.02
107,499,368.2099009014657,53.00990090146661,0.02
108,499,354.5098947621873,54.009894762188196,0.02
109,499,352.2599314190438,57.00993141904473,0.02
110,499,298.1099786855266,48.00997868552804,0.02
111,208,58.50997832790023,24.00997832790017,0.02
112,499,301.3598601914935,46.00986019149423,0.02
113,499,356.7598841525601,51.009884152561426,0.02
114,190,58.50998524203891,21.009985242038965,0.02
115,499,335.75996306911014,51.00996306911111,0.02
116,395,193.20992337241762,41.00992337241769,0.02
117,499,370.20993666425227,55.00993666425347,0.02
118,499,321.1098860003042,50.009886000305414,0.02
119,218,44.509982798248245,21.00998279824853,0.02
120,499,383.70991586223107,58.00991586223245,0.02
121,499,366.05991699471963,54.0099169947207,0.02
122,499,323.1098964311168,52.00989643111825,0.02
123,499,311.609989593177,51.009989593178034,0.02
124,499,365.9599004246282,56.00990042462945,0.02
125,499,384.75991669669645,58.00991669669747,0.02
126,355,103.20998458638721,33.00998458638787,0.02
127,499,342.20993243232255,48.009932432323694,0.02
128,499,409.00986370816736,56.00986370816827,0.02
129,499,379.5099112130691,58.009911213070154,0.02
130,499,394.3599227167657,55.009922716766596,0.02
131,499,364.05993815436864,52.00993815436959,0.02
132,499,471.7098612047725,62.00986120477319,0.02
133,499,434.0099103786045,60.00991037860513,0.02
134,499,432.0099379159502,58.009937915951014,0.02
135,499,398.45992712750916,57.00992712751031,0.02
136,499,458.10987664237564,61.009876642376184,0.02
137,499,480.0598307467991,63.00983074679971,0.02
138,499,457.0098674036555,62.009867403656244,0.02
139,499,437.2098254419858,59.00982544198632,0.02
140,499,460.15983938947255,62.0098393894732,0.02
141,499,467.3098555423314,66.00985554233193,0.02
142,81,-24.74001487717028,10.009985122829676,0.02
143,499,461.25987962260785,61.00987962260842,0.02
144,423,277.3098685361438,53.009868536144495,0.02
145,499,465.40982341542775,62.0098234154284,0.02
146,499,459.05988075509606,63.009880755096674,0.02
147,499,476.85985941663324,64.00985941663384,0.02
148,499,480.05987247005055,63.00987247005105,0.02
149,241,130.05994173064818,30.00994173064828,0.02
150,373,258.15989076867663,45.009890768676996,0.02
151,499,469.6598151303821,61.009815130382776,0.02
152,499,472.75981644168445,62.00981644168496,0.02
153,499,464.2599247433238,64.00992474332452,0.02
154,0,-99.990000333637,0.00999966636300087,0.02
155,499,480.0598797418172,63.00987974181771,0.02
156,499,488.5098002888258,62.00980028882623,0.02
157,499,490.4098693110044,66.00986931100488,0.02
158,163,46.30998404994597,19.00998404994607,0.02
159,165,32.50998279824864,20.00998279824853,0.02
160,90,-21.04001749977465,11.009982500225306,0.02
161,58,-49.690014579147075,7.0099854208528996,0.02
162,289,154.70998595729426,35.0099859572947,0.02
163,148,38.659990189224516,19.00999018922448,0.02
164,499,459.0598985768848,63.00989857688546,0.02
165,126,27.209982261806772,18.009982261806726,0.02
166,457,275.5599329687649,54.0099329687655,0.02
167,499,468.6098907686762,61.009890768676996,0.02
168,499,456.00989631190834,61.00989631190896,0.02
169,499,486.3599089480931,63.00990894809365,0.02
170,47,-63.74001577123995,5.009984228760004,0.02
171,109,6.2099842287600495,14.009984228760004,0.02
172,162,41.209980890899914,17.009980890899897,0.02
173,499,450.8099131204182,60.00991312041879,0.02
174,499,457.10989094749016,60.00989094749093,0.02
175,499,460.3098913051182,59.0098913051188,0.02
176,275,161.75992635264976,34.00992635264993,0.02
177,499,464.5099033452564,59.009903345257044,0.02
178,499,428.8099227763708,59.00992277637124,0.02
179,499,423.65983801856527,57.00983801856637,0.02
180,499,351.259982500224,56.009982500225306,0.02
181,499,402.60990465655823,58.00990465655923,0.02
182,499,420.4099236108352,59.00992361083627,0.02
183,499,412.20991610065,55.009916100651026,0.02
184,42,-63.44001356586813,4.009986434131861,0.02
185,76,-29.640015830844604,8.00998416915536,0.02
186,499,435.0598593570284,60.0098593570292,0.02
187,499,413.0599267102766,59.009926710277796,0.02
188,499,351.50998375192165,51.009983751922846,0.02
189,499,359.959844157843,50.00984415784478,0.02
190,300,148.95996145978523,34.0099614597857,0.02
191,499,321.10990465655857,50.00990465655923,0.02
192,307,94.40987247005069,26.00987247005105,0.02
193,172,-31.640009810775467,15.009990189224482,0.02
194,499,418.40985440984275,57.00985440984368,0.02
195,499,372.3097568370385,55.009756837040186,0.02
196,499,397.35990990176686,58.00990990176797,0.02
197,499,410.9598764039565,59.009876403957605,0.02
198,319,168.85991413369737,37.00991413369775,0.02
199,81,-27.890014757960984,10.009985242038965,0.02
200,381,175.80997576489955,46.009975764900446,0.02
201,137,-0.49001887068138217,15.009981129318476,0.02
202,189,44.959988877922115,20.009988877922297,0.02
203,394,206.90988689437432,41.009886894375086,0.02
204,433,198.50995108857626,44.00995108857751,0.02
205,499,419.4098258592181,58.009825859218836,0.02
206,355,195.30990924611655,39.00990924611688,0.02
207,499,371.35984171405346,53.009841714054346,0.02
208,499,367.2098318792871,52.00983187928796,0.02
209,72,-37.84001618847246,8.00998381152749,0.02
210,499,304.3598160244518,49.00981602445245,0.02
211,271,71.9599634267384,28.009963426738977,0.02
212,499,381.7599020339538,55.00990203395486,0.02
213,151,11.309976599365612,17.009976599365473,0.02
214,207,56.50998828187562,23.00998828187585,0.02
215,130,3.0599883414805618,14.009988341480494,0.02
216,499,377.7098336674262,52.0098336674273,0.02
217,499,332.4599031068375,54.009903106838465,0.02
218,499,348.40989070907176,50.00989070907235,0.02
219,499,352.50998041406166,52.00998041406274,0.02
220,499,417.2098954178385,60.00989541783929,0.02
221,329,187.1099113918837,40.00991139188409,0.02
222,19,-85.29001308903098,2.009986910969019,0.02
223,9,-93.14000343307853,1.0099965669214725,0.02
