Episode,Steps,Total_Reward,Intrinsic_Reward,D_Opt_Reward,Frontier_Reward,Epsilon
72,12,-74.61431713104248,22.83568286895752,1.009994063526392,1.825688660144806,0.02
73,20,-53.549742126464835,34.850257873535156,2.0099894739687443,2.8402690291404724,0.02
74,12,-74.52084274291992,22.929157257080078,1.0099962688982487,1.9191616773605347,0.02
75,30,-53.00975570678711,34.84024429321289,2.0099899508059025,2.8302552700042725,0.02
76,168,42.097709918022304,70.69770991802216,12.009986374527216,8.687724620103836,0.02
77,19,-54.58390750885009,34.8160924911499,2.009990606456995,2.8061017394065857,0.02
78,36,-46.20402593612668,27.24597406387329,4.009982500225306,3.2359921634197235,0.02
79,12,-74.53118724822998,22.91881275177002,1.0099966265261173,1.908815860748291,0.02
80,14,-74.63119010925294,22.91880989074707,1.0099938847124577,1.908815860748291,0.02
81,45,-22.482501029968233,58.76749897003174,4.009982917457819,4.757516264915466,0.02
82,71,-12.533205294609004,40.61679470539093,6.009981069713831,4.606813207268715,0.02
83,37,-44.25461318492887,27.145386815071106,4.009987626224756,3.135399281978607,0.02
84,103,26.787482547760106,75.23748254776001,8.009981486946344,7.227502137422562,0.02
85,43,-48.676585221290566,16.72341477870941,4.009987328201532,2.71342770755291,0.02
86,38,-40.173384785652146,27.07661521434784,4.009978506714106,3.0666372776031494,0.02
87,29,-53.23391940593717,26.166080594062805,3.0099864937365055,3.156094253063202,0.02
88,64,18.907908415794395,84.30790841579437,7.0099742747843266,7.297934591770172,0.02
89,20,-66.02174466848373,24.478255331516266,2.009988699108362,2.468266785144806,0.02
90,39,-37.13059594631194,27.01940405368805,4.009988818317652,3.009415715932846,0.02
91,86,13.467587852478047,82.06758785247803,6.009977612644434,6.0576088428497314,0.02
92,17,-76.05021381378175,22.69978618621826,1.009997222572565,1.6897894740104675,0.02
93,40,-37.07256038188933,27.127439618110657,4.009984944015741,3.1174545735120773,0.02
94,55,-11.197509527206378,49.55249047279358,5.009980354458094,4.542510360479355,0.02
95,35,-47.27306039333341,27.176939606666565,4.0099859572947025,3.1669534742832184,0.02
96,43,-52.02127015590662,25.978729844093323,3.0099867321550846,2.96874338388443,0.02
97,118,72.92557420730577,109.52557420730591,10.009970102459192,9.51560354232788,0.02
98,54,-53.68823428153985,17.511765718460083,4.009987685829401,3.5017777383327484,0.02
99,33,-48.396191334724406,25.953808665275574,3.009984765201807,2.943824678659439,0.02
100,62,-15.855974483489945,38.94402551651001,5.00998929515481,3.9340371787548065,0.02
101,77,-18.79720709323871,48.30279290676117,4.009988222271204,4.292805373668671,0.02
102,111,-4.607040786742985,50.542959213256836,6.009987328201532,4.532971724867821,0.02
103,160,136.70415780544246,148.1041578054428,15.009938213974237,13.094219267368317,0.02
104,22,-79.10448648929597,12.54551351070404,1.009994838386774,1.5355191826820374,0.02
105,48,-66.90423851013183,22.895761489868164,1.0099950768053532,1.8857667446136475,0.02
106,45,-25.61935317516324,39.88064682483673,6.009985659271479,3.870660662651062,0.02
107,67,-27.638687419891284,60.21393537521362,5.009986791759729,5.203948676586151,0.02
108,22,-77.25030117034913,22.79969882965088,1.0099966265261173,1.7897014021873474,0.02
109,33,-50.17048320770259,34.67951679229736,2.009987208992243,2.669530510902405,0.02
110,17,-74.78118915557863,22.918810844421387,1.0099946595728397,1.908815860748291,0.02
111,46,-51.10548458099359,25.994515419006348,3.009987149387598,2.984528660774231,0.02
112,69,-20.71813862323752,42.83186137676239,7.009987805038691,5.821873903274536,0.02
113,50,-26.821849703788715,38.92815029621124,5.009986314922571,3.918164610862732,0.02
114,32,-53.49427943229672,26.055720567703247,3.0099791027605534,3.0457417368888855,0.02
115,56,-28.28107008934016,38.81892991065979,5.009987328201532,3.808943495154381,0.02
116,270,204.3160400629033,151.91604006290436,25.009983632713556,16.90605602413416,0.02
117,112,31.968659567832958,76.66865956783295,9.009986136108637,7.658672571182251,0.02
118,127,98.71558160781811,125.2655816078186,14.009986732155085,11.255593940615654,0.02
119,499,606.037803196906,291.88780319690704,50.009919319301844,31.877883392553485,0.02
120,87,25.34463341236122,65.64463341236115,9.009983036667109,6.6346501260995865,0.02
121,499,616.4069888114936,311.7069888114929,50.00992390885949,31.69706258024962,0.02
122,432,422.875066924095,263.07506692409515,45.00991717353463,28.06514870213141,0.02
123,189,132.9980249166485,152.14802491664886,17.009968910366297,15.138055592775345,0.02
124,499,700.8478755950935,363.5978755950928,50.00993028655648,33.58794436145399,0.02
125,499,656.4827329397245,328.68273293972015,56.00992617383599,32.67280398290313,0.02
126,499,624.1683934688559,284.8183934688568,53.009841058403254,31.80855164514651,0.02
127,155,54.02667712420185,83.02667712420225,14.009978387504816,9.016698676328815,0.02
128,277,221.24988675117396,201.74988675117493,23.009983632713556,18.739903211593628,0.02
129,499,681.3854989528677,402.9354989528656,52.009865555912256,40.925630468111194,0.02
130,352,400.96535480022334,290.7153548002243,34.00994745269418,26.70540878176689,0.02
131,342,412.33157794475517,295.28157794475555,37.00993636623025,28.271641167979396,0.02
132,499,728.5102313518535,410.1602313518524,54.00989720597863,36.15033423289424,0.02
133,216,277.5498143434521,208.79981434345245,28.009894285351038,20.789919555187225,0.02
134,499,630.2994402766236,315.0994402766228,52.009920570999384,33.08951929498289,0.02
135,322,364.07896310537967,258.62896310538054,34.009944174438715,24.61901912389294,0.02
136,499,764.1539633989353,412.2039633989334,61.00990078225732,41.194061860347574,0.02
137,408,439.34101697653466,302.4910169765353,42.009876880794764,30.481140989046253,0.02
138,72,-10.958761167526163,52.741238832473755,7.009989712387323,5.731249213218689,0.02
139,59,-22.95951855182642,39.04048144817352,5.00998667255044,4.030495256185532,0.02
140,499,735.9667061090479,441.76670610904694,51.00990018621087,40.7568062543869,0.02
141,499,790.8032465457931,463.0032465457916,60.00993225350976,42.9933124541858,0.02
142,499,597.0140686988819,299.66406869888306,51.00991431251168,28.65415472661698,0.02
143,499,696.0163531124601,365.0663531124592,56.009894106537104,39.056456461548805,0.02
144,98,58.57829903811216,92.07829903811216,12.009989473968744,10.068308669309772,0.02
145,499,716.1819771289852,376.83197712898254,58.009901735931635,38.82207540862146,0.02
146,499,628.8311871290218,317.8311871290207,54.009916100651026,33.821270376349275,0.02
147,323,263.23178797960225,197.7317879796028,29.009895119816065,18.721891476176097,0.02
148,499,792.1987588807957,464.39875888079405,60.009892735630274,44.388865908942535,0.02
149,499,834.9860591173199,491.4360591173172,57.009896371513605,44.426163122057915,0.02
150,499,685.7619202852275,370.5619202852249,54.00989446416497,36.55202473098325,0.02
151,58,-9.997143061459013,50.902856938540936,6.009975109249353,4.89288224576012,0.02
152,499,827.2709721088429,493.17097210884094,60.00985727086663,43.16111407266726,0.02
153,499,608.0059961244478,262.3559961244464,58.00998470559716,24.346009012697323,0.02
154,499,694.2079097509385,382.1579097509384,56.00998631492257,36.14792171111185,0.02
155,499,628.7694597959525,339.81945979595184,50.00999066606164,29.809467097889865,0.02
156,499,593.5181711435339,288.8181711435318,49.009914610534906,29.808255162664864,0.02
157,499,663.7621016502403,373.76210165023804,47.00987247005105,36.7522309422493,0.02
158,462,507.2659983694555,311.16599836945534,47.009894762188196,34.15610246360302,0.02
159,129,68.27020779848047,100.17020779848099,11.009985659271479,9.160222098231316,0.02
160,133,66.87749586105332,100.02749586105347,11.009981248527765,9.017515644431114,0.02
161,331,427.7387392759316,324.8387392759323,36.00991288200021,28.828827023506165,0.02
162,499,686.5850689649585,440.6850689649582,50.00988921895623,40.67517754435539,0.02
163,499,615.0010272428378,332.35102724283934,51.00991556420922,31.341112026420888,0.02
164,22,-61.15566412210464,24.194335877895355,2.0099872685968876,2.184348911046982,0.02
165,499,725.7934796810159,425.293479681015,55.0099357701838,40.28354265091912,0.02
166,499,687.9905151531101,318.19051515311,56.0099277831614,32.18058558992925,0.02
167,499,759.3933220505728,374.89332205057144,58.009880516678095,36.88344147190219,0.02
168,499,650.2578961610811,274.1578961610794,55.00991669669747,29.147978430759395,0.02
169,90,51.052880686521576,88.35288068652153,10.009986970573664,8.342894077301025,0.02
170,499,775.2016858339325,426.40168583393097,58.00986126437783,38.39182349724433,0.02
171,20,-66.57075536996126,23.92924463003874,2.009992454200983,1.9192524730970035,0.02
172,128,115.14899499416333,114.44899499416351,14.009984526783228,10.439010500907898,0.02
173,499,737.0226423025142,346.2226423025131,59.0099255181849,37.21271722907113,0.02
174,124,81.15789771080011,83.40789771080017,14.00998255982995,9.397914692759514,0.02
175,499,722.8413695812235,370.89136958122253,55.009888742119074,35.88148043142428,0.02
176,115,106.18885314464549,122.68885314464569,12.009988460689783,10.678864389657974,0.02
177,77,18.29662027359015,64.39662027359009,8.0099854208529,6.38663512468338,0.02
178,499,708.5084219932585,353.4084219932556,56.00990704074502,37.3985122768936,0.02
179,499,627.3307949900634,274.3307949900627,55.00992641225457,29.320867980139155,0.02
180,499,673.0982799693953,337.9482799693942,54.00991717353463,33.93836042266048,0.02
181,293,347.7490927934639,247.14909279346466,32.009934578090906,25.139158353209496,0.02
182,499,710.4698956251178,385.81989562511444,58.009907994419336,37.80998423389974,0.02
183,95,61.01430786848073,98.56430786848068,10.009989116340876,8.554318308830261,0.02
184,499,617.2762990713145,296.82629907131195,55.009924445301294,31.816373772730003,0.02
185,499,668.8328701019304,318.9828701019287,56.00993112102151,32.972937583734165,0.02
186,499,648.5786962747586,318.6786962747574,58.00987485423684,30.668822312014527,0.02
187,136,79.95165041685101,73.35165041685104,14.009982917457819,9.341666877269745,0.02
188,499,686.1506558179867,323.70065581798553,57.00989726558328,36.69075945611985,0.02
189,499,666.9952931165714,374.8952931165695,55.00992700830102,39.885363921523094,0.02
190,65,-12.17047169953581,41.72952830046415,7.00998130813241,4.719547036271251,0.02
191,499,774.0016732454312,396.85167324543,59.00983962789178,37.841832965517824,0.02
192,187,206.7971674129364,167.0471674129367,21.00990668311715,16.037262636404193,0.02
193,249,263.0240670055147,174.9240670055151,27.009918127208948,17.914149495940364,0.02
194,276,342.59941954612646,277.8994195461273,32.0099757052958,25.88944309949875,0.02
195,128,110.41666998863207,126.5166699886322,15.009987030178308,11.506682947278023,0.02
196,108,70.90173323154443,100.7017332315445,11.009986076503992,9.691746979951859,0.02
197,498,527.322801685335,305.72280168533325,53.00990477576852,32.71289667468227,0.02
198,19,-83.68991430550814,12.010085694491863,1.0099953152239323,1.0000907957364689,0.02
199,154,128.9811397075652,131.6811397075653,18.00996444001794,13.671175092458725,0.02
200,499,709.0399592399613,344.4899592399597,61.009911332279444,33.48004632262018,0.02
201,98,66.2904991149901,101.89049911499023,12.009985718876123,9.88051262497902,0.02
202,499,671.2963492870342,297.2963492870331,58.009913716465235,29.286433338835195,0.02
203,499,726.1677299261103,368.9677299261093,54.00991538539529,34.95781147470552,0.02
204,499,672.6187771350158,300.71877713501453,57.00984576717019,33.70892997668852,0.02
205,499,756.8507962524901,382.8507962524891,56.009859416633844,36.84093527190271,0.02
206,183,183.85648378580782,156.5064837858081,21.00998494401574,15.496498513202823,0.02
207,499,781.9899913787855,409.0399913787842,59.009900245815516,40.03009206944989,0.02
208,499,725.04397069812,337.3939706981182,61.00987509265542,36.3840956835993,0.02
209,499,720.8910770297064,351.09107702970505,59.00993386283517,32.08114184410806,0.02
210,107,73.87491337507964,92.07491337507963,13.009983155876398,9.064930576067127,0.02
211,499,707.9617765188227,372.8117765188217,56.00989333167672,36.80188094070036,0.02
212,499,650.4217206954972,293.2217206954956,59.00992939248681,34.211792048641655,0.02
213,499,667.0361511468907,306.68615114688873,59.00990566983819,27.67624269980297,0.02
214,499,788.5205571293843,400.8705571293831,63.00990233197808,37.860653953008296,0.02
215,499,710.0760263681426,335.0260263681412,60.00984475389123,35.016181930710445,0.02
216,499,712.729842448236,314.57984244823456,60.009924326092005,34.56991859067057,0.02
217,499,762.0071924448031,368.05719244480133,61.00991002097726,37.04728161534149,0.02
218,499,786.9404918551454,370.9404918551445,60.00985321775079,40.93063725531101,0.02
219,287,393.59382359981504,258.04382359981537,33.00995722785592,25.033867448568344,0.02
220,499,661.3567705869694,288.40677058696747,56.00989595428109,32.39687419520487,0.02
221,499,757.9033233046542,363.95332330465317,56.00987729802728,37.943446934223175,0.02
222,499,718.4433326959626,325.543332695961,59.00988379493356,36.53344720888708,0.02
223,499,736.0907936334622,332.690793633461,58.00990966334939,34.680880206709844,0.02
224,288,399.4063570424911,258.65635704249144,34.00989255681634,24.646463412027515,0.02
225,499,732.5101419210448,343.8101419210434,58.00988927856088,35.800249716507096,0.02
226,499,706.034906451405,322.5849064514041,57.00991776958108,35.57498830547411,0.02
227,499,758.5250609040274,359.32506090402603,60.009879145771265,39.31517997680203,0.02
228,499,748.1674338400371,327.9674338400364,63.00988468900323,34.95754865690833,0.02
229,499,762.5992412567152,346.59924125671387,63.00986495986581,33.589376742929744,0.02
230,499,743.3735748291028,330.52357482910156,62.00988045707345,38.5136957853465,0.02
231,499,705.3099055290243,310.3099055290222,58.00991967692971,32.29998573498597,0.02
232,499,747.0479776859298,336.29797768592834,62.00988129153848,34.28809483034274,0.02
233,456,541.9603541851061,273.11035418510437,53.00992414727807,30.10043025599589,0.02
234,224,263.92849485874143,186.12849485874176,27.009967003017664,19.11852790415287,0.02
235,499,785.9583592653286,366.80835926532745,61.009860429912806,35.79849870340695,0.02
236,499,752.5789772510541,338.67897725105286,61.00984040275216,37.66913476576883,0.02
237,499,712.4569123268143,342.65691232681274,56.0099140740931,36.64699680797639,0.02
238,499,674.555996274949,319.4559962749481,56.009899828583,33.44609555965144,0.02
239,499,720.8476072073005,353.1476072072983,57.009930822998285,36.13767360513884,0.02
240,499,695.3099443018446,337.05994430184364,52.009869668632746,35.0500748232007,0.02
241,499,652.3794717013841,326.6794717013836,54.00989905372262,32.66957054124941,0.02
242,499,717.1069431230442,343.1069431230426,58.00991562381387,35.09702589792869,0.02
243,499,800.5450987339029,406.595098733902,64.00990626588464,42.585191773490806,0.02
244,499,751.8015102550404,366.25151025503874,61.009919974952936,35.24158877860464,0.02
245,499,709.8023101985467,325.30231019854546,58.00990215316415,37.29240482892783,0.02
246,499,649.4917705059073,301.74177050590515,57.00987294688821,34.73189685627585,0.02
247,335,421.3807443857187,295.5807443857193,37.009920332580805,28.57082350552082,0.02
248,117,108.67417709827413,132.62417709827423,12.009983871132135,10.614193320274353,0.02
249,499,711.916229200365,375.71622920036316,52.00992802157998,33.70629954319156,0.02
250,499,747.5518027544035,384.05180275440216,55.00988766923547,39.04191406816244,0.02
251,499,735.7150278329859,332.3150278329849,58.00991490855813,34.30511487562035,0.02
252,499,702.7507596135163,308.80075961351395,58.00991168990731,30.790847235672118,0.02
253,499,735.651916575433,341.7019165754318,57.009893510490656,34.69202009130095,0.02
254,499,773.686996626855,377.63699662685394,61.00993636623025,36.627059319464024,0.02
255,499,726.5771656036395,347.3271656036377,59.00983164086938,38.31733205016644,0.02
256,499,713.8507268548035,325.1507268548012,59.0099335052073,36.14079290915106,0.02
257,499,748.6779609680186,383.0779609680176,57.00988421216607,36.06807642563945,0.02
258,215,152.87314667701673,97.72314667701721,25.009988699108362,12.713157056234195,0.02
259,352,473.3286209106452,300.07862091064453,40.0099135376513,30.068707451224327,0.02
260,499,699.133331108096,350.33333110809326,57.00992676988244,33.32340527755878,0.02
261,104,76.18314728736871,101.58314728736877,12.009988222271204,9.573158130049706,0.02
262,499,653.5053915023831,307.85539150238037,56.00991651788354,31.84547478094464,0.02
263,499,743.7422823667534,325.6422823667526,60.00985840335488,35.63242202834954,0.02
264,499,705.9601676583309,317.260167658329,62.009919974952936,35.25024937676062,0.02
265,499,705.2860958576227,341.78609585762024,56.009924206882715,35.776169636788836,0.02
266,499,707.7674058318155,341.1174058318138,56.00993362441659,35.10747323920805,0.02
267,499,771.6583832681188,365.1083832681179,58.00988945737481,37.09849420180399,0.02
268,499,732.595624411108,339.6956244111061,57.00991288200021,32.68570940473728,0.02
269,499,727.306320059301,326.00632005929947,61.009884629398584,34.996436294743035,0.02
270,499,693.5461487457169,338.4461487457156,56.0099175311625,32.43623101692356,0.02
271,499,724.2285488531002,332.37854885309935,57.00989297404885,35.36865576499986,0.02
272,499,701.1587824270134,338.7087824270129,57.009902987629175,31.69887826716149,0.02
273,499,745.044279003145,346.8942790031433,59.00984797254205,37.884428679943085,0.02
274,28,-40.9205207824707,46.8294792175293,3.0099853612482548,3.8194937109947205,0.02
275,499,771.0000964880005,385.45009648799896,57.0099050141871,38.44019121523888,0.02
276,499,717.5006716251382,322.50067162513733,57.00988665595651,35.49078324131551,0.02
277,499,716.6937029361736,305.9437029361725,62.00984904542565,33.93385427569592,0.02
278,361,451.7294022500512,267.3794022500515,40.00992885604501,27.369472521524585,0.02
279,499,673.3025700211542,281.4525700211525,58.0098930336535,33.44267561716697,0.02
280,499,719.8912196993839,326.9912196993828,63.009834203869104,33.981386173996725,0.02
281,317,423.0671598136423,254.3671598136425,39.009925339370966,25.35723538696766,0.02
282,499,761.4068061828625,346.4568061828613,62.00989297404885,34.446910220176505,0.02
283,441,558.3323330163962,300.28233301639557,55.009912345558405,35.2724204659462,0.02
284,499,765.7494630098361,359.1994630098343,62.00985572114587,37.189604569801304,0.02
285,267,286.9124332353467,203.28743838518858,32.00994661822915,21.27749061880604,0.02
286,499,758.3145590305342,351.76455903053284,65.00989529863,36.75466269388562,0.02
287,499,751.7758610129367,334.72586101293564,59.00988623872399,35.715973783953814,0.02
288,132,76.5638241410254,72.91382414102554,14.00998381152749,8.903840780258179,0.02
289,418,487.32830028533965,268.02830028533936,47.00992587581277,31.01837421953678,0.02
290,499,707.5111304283155,294.6611304283142,61.00988933816552,33.65124059296795,0.02
291,444,540.2142418548474,290.7142418548465,50.00991014018655,30.70433166011935,0.02
292,499,736.1047484636317,354.7547484636307,58.00991318002343,36.744835543519,0.02
293,499,722.02604724616,350.1260472461581,54.00989684835076,36.1161491571911,0.02
294,499,676.0429873943337,300.9929873943329,57.00992116704583,33.983065821135824,0.02
295,499,676.2086505576981,284.3586505576968,59.009905491024256,35.34874440720159,0.02
296,453,552.6830317974102,294.18303179740906,52.00991365686059,32.17311753475951,0.02
297,499,715.2478449746973,329.69784497469664,57.00991294160485,32.68793087443191,0.02
298,499,694.8835891485214,320.8835891485214,57.00994089618325,33.873645597544964,0.02
299,163,94.06453032493542,95.11453032493591,16.009987626224756,9.104542671106174,0.02
300,499,682.3557542324074,285.2557542324066,56.009913835674524,29.24584035250882,0.02
301,499,838.3656192064306,450.7156192064285,57.00984821096063,43.70576983986393,0.02
302,499,655.300035198034,303.35003519803286,52.00991002097726,31.34012485887797,0.02
303,499,744.0694518983371,359.5694518983364,59.00983068719506,40.55962202249066,0.02
304,172,173.90381657332165,143.90381657332182,20.009987626224756,13.893827530722774,0.02
305,70,-3.6747040748595623,52.57529592514038,7.009988639503717,5.565307587385178,0.02
306,40,-40.072490668296766,37.777509331703186,4.0099864937365055,3.7675231397151947,0.02
307,31,-48.33275389671325,25.917246103286743,3.0099804140627384,2.907265603542328,0.02
308,62,-1.7179478883743116,53.08205211162567,7.009980890899897,6.0720711052417755,0.02
309,163,118.02737529277783,136.49099969863892,15.009984228760004,11.481015312652744,0.02
310,59,-19.1132894992828,40.78671050071716,6.009983155876398,4.776728004217148,0.02
311,32,-40.19636228084565,36.20363771915436,3.0099905468523502,3.193647563457489,0.02
312,344,287.00496168136544,212.05496168136597,30.009935948997736,22.045023292303085,0.02
313,476,563.6376571953299,376.63765719532967,49.00982067361474,37.62783546745777,0.02
314,48,-77.51128177642826,22.788718223571777,1.0099963285028934,1.7787215113639832,0.02
315,499,721.0884306907651,361.7884306907654,56.00989166274667,35.778539192600874,0.02
316,325,386.26095960140174,253.66095960140228,37.009928558021784,26.651029410939373,0.02
317,77,-5.735310029983481,42.46468997001648,7.009987387806177,5.454702913761139,0.02
318,499,671.4853461504006,356.28534615039825,52.00988409295678,34.27546053819242,0.02
319,499,754.5847162723544,413.1347162723541,53.009868297725916,40.1248487085104,0.02
320,499,679.0695450469861,333.41954504698515,56.00984534993768,37.40970060525433,0.02
321,499,699.5425374448313,332.89253744482994,57.0099169947207,35.88262031074555,0.02
322,499,631.5074501633662,315.2574501633644,53.009908232837915,32.24754051405762,0.02
323,499,729.5770729064955,344.02707290649414,59.009887132793665,35.017185318356496,0.02
324,499,582.4555018365382,319.7555018365383,48.00990251079202,31.74559732669877,0.02
325,499,615.5543219685553,306.65432196855545,53.00988695397973,33.644432792010775,0.02
326,483,557.3986369371424,284.6486369371414,57.009920570999384,27.63871576159727,0.02
327,499,625.2231548711669,254.37315487116575,59.009939942508936,25.363214200318907,0.02
328,499,643.5391227602978,322.03912276029587,55.009920094162226,37.02920188009739,0.02
329,499,628.1078848123557,305.55788481235504,53.009903345257044,32.54797954551759,0.02
330,341,373.6951677203172,216.69516772031784,41.00989815965295,25.685268419962085,0.02
331,499,696.9328218698499,333.43282186985016,56.00985065475106,37.42296964522393,0.02
332,499,558.5769304677854,306.3769304677844,46.00990745797753,30.3670219495325,0.02
333,116,57.74543787240981,90.04543787240982,11.009990904480219,9.035445928573608,0.02
334,499,573.4397261381135,296.03972613811493,48.00993565097451,28.029789277759846,0.02
335,318,301.5310376167288,234.73103761672974,31.00994858518243,23.721090242266655,0.02
336,49,-16.15962131023406,39.04037868976593,5.009984526783228,4.030394896864891,0.02
337,53,0.7601552963257063,61.410155296325684,6.009992096573114,5.400163263082504,0.02
338,356,456.5097518682477,311.809751868248,43.009934578090906,28.799816873593954,0.02
