episode,reward,epsilon,steps
575,-65.99999999999999,0.02,76
576,-97.35,0.02,10
577,27.550000000000253,0.02,221
578,-40.04999999999996,0.02,82
579,-11.649999999999906,0.02,123
580,-71.15,0.02,53
581,39.750000000000114,0.02,292
582,-35.599999999999966,0.02,98
583,-53.799999999999734,0.02,147
584,-68.35000000000004,0.02,102
585,31.10000000000042,0.02,318
586,-63.84999999999995,0.02,54
587,253.2499999999985,0.02,499
588,325.69999999999897,0.02,499
589,266.8999999999996,0.02,499
590,312.0499999999989,0.02,499
591,-34.049999999999855,0.02,151
592,41.649999999999835,0.02,317
593,250.09999999999837,0.02,499
594,19.450000000000387,0.02,299
595,167.14999999999984,0.02,499
596,-64.89999999999993,0.02,75
597,-34.7999999999999,0.02,166
598,-53.04999999999997,0.02,174
599,-93.19999999999999,0.02,32
600,-97.14999999999999,0.02,27
601,-92.45,0.02,38
602,-92.89999999999999,0.02,26
603,-12.499999999999886,0.02,161
604,210.1999999999994,0.02,499
605,297.3499999999998,0.02,499
606,301.54999999999865,0.02,499
607,243.7999999999996,0.02,499
608,292.1000000000001,0.02,499
609,302.5999999999998,0.02,499
610,315.1999999999992,0.02,499
611,-39.399999999999764,0.02,174
612,159.00000000000006,0.02,448
613,306.7999999999996,0.02,499
614,-53.8,0.02,63
615,-12.349999999999667,0.02,221
616,275.29999999999893,0.02,499
617,-4.399999999999807,0.02,188
618,154.55000000000007,0.02,499
619,131.45000000000016,0.02,499
620,199.69999999999897,0.02,499
621,200.74999999999977,0.02,499
622,135.14999999999964,0.02,358
623,-46.34999999999992,0.02,82
624,342.49999999999903,0.02,499
625,66.94999999999982,0.02,399
626,289.9999999999995,0.02,499
627,287.8999999999996,0.02,499
628,258.4999999999992,0.02,499
629,231.19999999999857,0.02,499
630,301.54999999999865,0.02,499
631,162.04999999999927,0.02,450
632,-61.799999999999955,0.02,160
633,-53.799999999999976,0.02,105
634,53.349999999999824,0.02,293
635,170.29999999999984,0.02,499
636,171.34999999999923,0.02,499
637,-0.6499999999997215,0.02,281
638,53.69999999999999,0.02,454
639,205.99999999999875,0.02,499
640,224.89999999999924,0.02,499
641,-42.04999999999997,0.02,143
642,259.5499999999984,0.02,499
643,-96.7,0.02,18
644,-47.9499999999999,0.02,93
645,-18.0499999999996,0.02,272
646,-26.09999999999988,0.02,223
647,217.54999999999802,0.02,499
648,57.25000000000006,0.02,278
649,-68.85000000000001,0.02,49
650,-70.65000000000002,0.02,64
651,-75.95000000000003,0.02,65
652,-78.70000000000002,0.02,78
653,-77.30000000000001,0.02,50
654,-62.950000000000045,0.02,120
655,162.94999999999834,0.02,499
656,224.89999999999964,0.02,499
657,-83.6,0.02,29
658,249.04999999999836,0.02,499
659,228.04999999999825,0.02,499
660,275.29999999999893,0.02,499
661,153.74999999999903,0.02,427
662,199.7,0.02,499
663,-42.99999999999979,0.02,162
664,-64.85,0.02,53
665,14.30000000000021,0.02,213
666,64.59999999999923,0.02,341
667,257.4499999999994,0.02,499
668,15.600000000000378,0.02,271
669,280.5499999999991,0.02,499
670,146.4999999999999,0.02,425
671,143.64999999999893,0.02,398
672,228.0499999999993,0.02,499
673,33.80000000000018,0.02,285
674,-21.599999999999937,0.02,133
675,-61.249999999999886,0.02,128
676,-54.09999999999988,0.02,111
677,223.84999999999923,0.02,499
678,-17.29999999999967,0.02,299
679,180.79999999999933,0.02,499
680,-62.14999999999997,0.02,83
681,138.8000000000001,0.02,499
682,180.7999999999986,0.02,499
683,93.04999999999922,0.02,423
684,233.29999999999916,0.02,499
685,136.69999999999868,0.02,499
686,210.19999999999868,0.02,499
687,-91.05,0.02,10
688,193.3999999999993,0.02,499
689,13.000000000000284,0.02,218
690,280.54999999999865,0.02,499
691,-9.599999999999682,0.02,229
692,-43.64999999999991,0.02,133
693,225.94999999999862,0.02,499
694,-77.50000000000001,0.02,54
695,212.2999999999997,0.02,499
696,219.64999999999964,0.02,499
697,226.99999999999974,0.02,499
698,113.39999999999986,0.02,352
699,244.84999999999982,0.02,499
700,317.2999999999993,0.02,499
701,224.89999999999918,0.02,499
702,271.09999999999957,0.02,499
703,296.2999999999995,0.02,499
704,258.49999999999926,0.02,499
705,239.59999999999854,0.02,499
706,284.74999999999886,0.02,499
707,-43.549999999999955,0.02,89
708,309.94999999999925,0.02,499
709,307.84999999999957,0.02,499
710,263.7499999999993,0.02,499
711,264.79999999999865,0.02,499
712,245.89999999999895,0.02,499
713,253.2499999999995,0.02,499
714,277.3999999999991,0.02,499
715,272.14999999999935,0.02,499
716,273.1999999999988,0.02,499
717,247.99999999999923,0.02,499
718,20.150000000000233,0.02,222
719,-96.35,0.02,32
720,-21.79999999999994,0.02,200
721,-53.199999999999996,0.02,114
722,-26.149999999999608,0.02,224
723,-14.79999999999984,0.02,144
724,-93.35,0.02,14
725,30.050000000000352,0.02,276
726,-60.14999999999996,0.02,64
727,191.29999999999984,0.02,499
728,30.550000000000296,0.02,434
729,-60.649999999999864,0.02,179
730,-23.04999999999984,0.02,141
731,225.949999999999,0.02,499
732,260.5999999999979,0.02,499
733,-10.599999999999767,0.02,207
734,253.2499999999987,0.02,499
735,239.59999999999786,0.02,499
736,214.39999999999904,0.02,499
737,196.54999999999905,0.02,499
738,134.3999999999997,0.02,373
739,-85.25,0.02,41
740,266.89999999999907,0.02,499
741,299.4499999999986,0.02,499
742,293.1499999999989,0.02,499
743,318.3499999999987,0.02,499
744,235.39999999999824,0.02,499
745,239.5999999999995,0.02,499
746,229.09999999999917,0.02,499
747,254.29999999999848,0.02,499
748,-63.549999999999926,0.02,69
749,-39.19999999999983,0.02,128
750,-64.09999999999988,0.02,80
751,-75.25000000000003,0.02,114
752,52.400000000000034,0.02,270
753,-74.60000000000005,0.02,101
754,147.20000000000027,0.02,499
755,202.84999999999928,0.02,499
756,216.49999999999915,0.02,499
757,231.19999999999888,0.02,499
758,202.84999999999852,0.02,499
759,203.89999999999966,0.02,499
760,-10.549999999999912,0.02,227
761,243.79999999999865,0.02,499
762,221.7499999999983,0.02,499
763,6.3500000000005485,0.02,351
764,-92.55000000000001,0.02,82
765,-33.799999999999926,0.02,167
766,-84.55000000000003,0.02,69
767,79.84999999999906,0.02,498
768,161.89999999999878,0.02,499
769,276.3499999999991,0.02,499
770,152.34999999999934,0.02,434
771,-98.95,0.02,21
772,57.34999999999968,0.02,297
773,0.7500000000003837,0.02,253
774,209.14999999999878,0.02,499
775,288.9499999999992,0.02,499
776,-66.69999999999999,0.02,69
777,94.59999999999957,0.02,308
778,268.99999999999903,0.02,499
779,296.2999999999987,0.02,499
780,262.69999999999936,0.02,499
781,196.54999999999876,0.02,499
782,307.84999999999866,0.02,499
783,-40.89999999999998,0.02,99
784,302.5999999999993,0.02,499
785,299.44999999999885,0.02,499
786,317.29999999999933,0.02,499
787,228.04999999999865,0.02,499
788,217.54999999999944,0.02,499
789,250.0999999999986,0.02,499
790,49.55000000000024,0.02,285
791,199.69999999999942,0.02,499
792,324.64999999999907,0.02,499
793,293.14999999999895,0.02,499
794,-25.099999999999824,0.02,140
795,-51.24999999999994,0.02,117
796,61.09999999999957,0.02,306
797,307.8499999999996,0.02,499
798,262.6999999999989,0.02,499
799,5.150000000000134,0.02,207
800,278.44999999999953,0.02,499
801,340.39999999999884,0.02,499
802,-44.549999999999955,0.02,88
803,272.14999999999964,0.02,499
804,284.74999999999903,0.02,499
805,321.4999999999989,0.02,499
806,-100.0,0.02,0
807,249.0499999999987,0.02,499
808,255.34999999999854,0.02,499
809,263.7499999999985,0.02,499
810,185.0499999999987,0.02,452
811,339.34999999999866,0.02,499
812,318.34999999999917,0.02,499
813,329.8999999999992,0.02,499
814,343.5499999999988,0.02,499
815,6.500000000000242,0.02,201
816,265.84999999999917,0.02,499
817,306.7999999999992,0.02,499
818,317.2999999999994,0.02,499
819,-49.94999999999992,0.02,91
820,270.0499999999989,0.02,499
821,333.04999999999956,0.02,499
822,57.099999999999966,0.02,260
823,-91.2,0.02,13
824,-88.95000000000002,0.02,31
825,-56.300000000000026,0.02,92
826,-88.2,0.02,16
827,-89.45,0.02,20
828,-80.15,0.02,23
829,250.09999999999886,0.02,499
830,295.24999999999875,0.02,499
831,262.69999999999817,0.02,499
832,308.89999999999895,0.02,499
833,-45.449999999999974,0.02,85
834,1.3500000000001933,0.02,178
835,291.04999999999865,0.02,499
836,82.24999999999966,0.02,303
837,343.5499999999992,0.02,499
838,331.9999999999991,0.02,499
839,307.84999999999906,0.02,499
840,376.0999999999992,0.02,499
841,188.29999999999927,0.02,408
842,91.89999999999978,0.02,299
843,-16.149999999999977,0.02,129
844,296.2999999999991,0.02,499
845,161.84999999999945,0.02,391
846,103.69999999999973,0.02,294
847,70.34999999999968,0.02,289
848,236.44999999999897,0.02,499
849,-38.34999999999989,0.02,132
850,288.9499999999988,0.02,499
851,-97.85,0.02,20
852,78.19999999999993,0.02,258
853,267.9499999999989,0.02,499
854,33.200000000000045,0.02,213
855,-35.64999999999988,0.02,162
856,233.29999999999907,0.02,499
857,252.19999999999897,0.02,499
858,91.24999999999949,0.02,396
859,241.6999999999988,0.02,499
860,15.050000000000551,0.02,324
861,215.44999999999857,0.02,499
862,285.79999999999916,0.02,499
863,264.79999999999893,0.02,499
